    file  region                                  year unemployment immig
1267 es18h [70]Canarias                            2018            0.510 0.106  
1268 es19h [11]Galicia                             2019            0.475 0.0525 
1269 es19h [12]Principado de Asturias              2019            0.526 0.0531 
1270 es19h [13]Cantabria                           2019            0.457 0.05   
1271 es19h [21]País Vasco                          2019            0.429 0.0641 
1272 es19h [22]Comunidad Foral de Navarra          2019            0.383 0.0870 
1273 es19h [23]La Rioja                            2019            0.399 0.105  
1274 es19h [24]Aragón                              2019            0.430 0.0797 
1275 es19h [30]Comunidad de Madrid                 2019            0.369 0.136  
1276 es19h [41]Castilla y León                     2019            0.447 0.0558 
1277 es19h [42]Castilla-La Mancha                  2019            0.476 0.0727 
1278 es19h [43]Extremadura                         2019            0.530 0.0346 
1279 es19h [51]Cataluña                            2019            0.412 0.129  
1280 es19h [52]Comunidad Valenciana                2019            0.434 0.0883 
1281 es19h [53]Illes Balears                       2019            0.408 0.172  
1282 es19h [61]Andalucía                           2019            0.479 0.0577 
1283 es19h [62]Región de Murcia                    2019            0.428 0.120  
1284 es19h [63]Ciudad Autónoma de Ceuta            2019            0.489 0.105  
1285 es19h [64]Ciudad Autónoma de Melilla          2019            0.5   0.135  
1286 es19h [70]Canarias                            2019            0.504 0.121  
1287 es85h <NA>                                    1985            0.288 0      
1288 es90h [11]Galicia                             1990            0.486 0      
1289 es90h [12]Principado de Asturia               1990            0.527 0      
1290 es90h [13]Cantabria                           1990            0.496 0      
1291 es90h [21]Pais Vasco                          1990            0.488 0      
1292 es90h [22]Communidad Foral de Navarra         1990            0.431 0      
1293 es90h [23]La Rioja                            1990            0.459 0      
1294 es90h [24]Aragon                              1990            0.482 0      
1295 es90h [30]Communidad de Madrid                1990            0.464 0      
1296 es90h [41]Castilla y Leon                     1990            0.504 0      
1297 es90h [42]Castilla la Mancha                  1990            0.498 0      
1298 es90h [43]Extremadura                         1990            0.511 0      
1299 es90h [51]Cataluna                            1990            0.453 0      
1300 es90h [52]Comunidad Valenciana                1990            0.449 0      
1301 es90h [53]Illes Balears                       1990            0.408 0      
1302 es90h [61]Andalucia                           1990            0.505 0      
1303 es90h [62]Region de Murcia                    1990            0.451 0      
1304 es90h [65]Ciudad Autonoma de Ceuta y Melilla  1990            0.528 0      
1305 es90h [70]Canarias                            1990            0.468 0      
1306 es93h [1]North-East                           1993            0.497 0.0139 
1307 es93h [2]North-West                           1993            0.487 0.0114 
1308 es93h [3]Madrid                               1993            0.442 0.0180 
1309 es93h [4]Central                              1993            0.507 0.0127 
1310 es93h [5]East                                 1993            0.453 0.0184 
1311 es93h [6]South                                1993            0.503 0.0106 
1312 es93h [7]Canary Islands                       1993            0.474 0.0260 
1313 es93h <NA>                                    1993            0.438 0.0674 
1314 es94h [1]North-East                           1994            0.504 0.0156 
1315 es94h [2]North-West                           1994            0.488 0.00948
1316 es94h [3]Madrid                               1994            0.442 0.0159 
1317 es94h [4]Central                              1994            0.518 0.0130 
1318 es94h [5]East                                 1994            0.452 0.0185 
1319 es94h [6]South                                1994            0.501 0.00996
1320 es94h [7]Canary Islands                       1994            0.481 0.0266 
1321 es94h <NA>                                    1994            0.520 0.0395 
1322 es95h [1]North-East                           1995            0.506 0.0166 
1323 es95h [2]North-West                           1995            0.481 0.00886
1324 es95h [3]Madrid                               1995            0.420 0.0180 
1325 es95h [4]Central                              1995            0.517 0.0130 
1326 es95h [5]East                                 1995            0.462 0.0173 
1327 es95h [6]South                                1995            0.523 0.00793
1328 es95h [7]Canary Islands                       1995            0.484 0.0223 
1329 es95h <NA>                                    1995            0.476 0.0361 
1330 es96h [1]North-East                           1996            0.512 0.0159 
1331 es96h [2]North-West                           1996            0.483 0.00807
1332 es96h [3]Madrid                               1996            0.443 0.0161 
1333 es96h [4]Central                              1996            0.533 0.0130 
1334 es96h [5]East                                 1996            0.460 0.0152 
1335 es96h [6]South                                1996            0.514 0.00642
1336 es96h [7]Canary Islands                       1996            0.498 0.0258 
1337 es96h <NA>                                    1996            0.446 0.0446 
1338 es97h [1]North-East                           1997            0.509 0.0157 
1339 es97h [2]North-West                           1997            0.477 0.00689
1340 es97h [3]Madrid                               1997            0.434 0.0173 
1341 es97h [4]Central                              1997            0.525 0.0130 
1342 es97h [5]East                                 1997            0.454 0.0163 
1343 es97h [6]South                                1997            0.497 0.00727
1344 es97h [7]Canary Islands                       1997            0.493 0.0258 
1345 es97h <NA>                                    1997            0.379 0.0552 
1346 es98h [1]North-East                           1998            0.507 0.0135 
1347 es98h [2]North-West                           1998            0.459 0.0106 
1348 es98h [3]Madrid                               1998            0.408 0.0148 
1349 es98h [4]Central                              1998            0.519 0.0131 
1350 es98h [5]East                                 1998            0.423 0.0160 
1351 es98h [6]South                                1998            0.473 0.00541
1352 es98h [7]Canary Islands                       1998            0.462 0.0271 
1353 es98h <NA>                                    1998            0.392 0.0506 
1354 es99h [1]North-East                           1999            0.481 0.0150 
1355 es99h [2]North-West                           1999            0.448 0.0103 
1356 es99h [3]Madrid                               1999            0.380 0.0146 
1357 es99h [4]Central                              1999            0.514 0.0129 
1358 es99h [5]East                                 1999            0.427 0.0177 
1359 es99h [6]South                                1999            0.472 0.00535
1360 es99h [7]Canary Islands                       1999            0.463 0.0225 
1361 es99h <NA>                                    1999            0.447 0.0329 
1362 fr00h Alsace                                  2000            0.377 0.108  
1363 fr00h Aquitaine                               2000            0.451 0.0858 
1364 fr00h Auvergne                                2000            0.452 0.0513 
1365 fr00h Basse-Normandie                         2000            0.434 0.0202 
1366 fr00h Bourgogne                               2000            0.430 0.0595 
1367 fr00h Bretagne                                2000            0.422 0.0220 
1368 fr00h Centre                                  2000            0.408 0.07   
1369 fr00h Champagne-Ardenne                       2000            0.436 0.0518 
1370 fr00h Franche-Comté                           2000            0.402 0.0702 
1371 fr00h Haute-Normandie                         2000            0.411 0.0463 
1372 fr00h Ile-de-France                           2000            0.353 0.181  
1373 fr00h Languedoc-Roussillon                    2000            0.486 0.153  
1374 fr00h Limousin                                2000            0.478 0.0556 
1375 fr00h Lorraine                                2000            0.412 0.0799 
1376 fr00h Midi-Pyrénées                           2000            0.431 0.103  
1377 fr00h Nord-Pas de Calais                      2000            0.445 0.0442 
1378 fr00h Pays de la Loire                        2000            0.406 0.0266 
1379 fr00h Picardie                                2000            0.417 0.0592 
1380 fr00h Poitou-Charentes                        2000            0.449 0.0283 
1381 fr00h Provence-Côte d'Azur-Corse              2000            0.474 0.174  
1382 fr00h Rhône-Alpes                             2000            0.393 0.111  
1383 fr01h Alsace                                  2001            0.384 0.106  
1384 fr01h Aquitaine                               2001            0.452 0.0894 
1385 fr01h Auvergne                                2001            0.445 0.0444 
1386 fr01h Basse-Normandie                         2001            0.440 0.0207 
1387 fr01h Bourgogne                               2001            0.427 0.0560 
1388 fr01h Bretagne                                2001            0.425 0.0238 
1389 fr01h Centre                                  2001            0.425 0.0713 
1390 fr01h Champagne-Ardenne                       2001            0.414 0.0423 
1391 fr01h Franche-Comté                           2001            0.404 0.0675 
1392 fr01h Haute-Normandie                         2001            0.412 0.0536 
1393 fr01h Ile-de-France                           2001            0.357 0.176  
1394 fr01h Languedoc-Roussillon                    2001            0.472 0.145  
1395 fr01h Limousin                                2001            0.469 0.0646 
1396 fr01h Lorraine                                2001            0.402 0.0818 
1397 fr01h Midi-Pyrénées                           2001            0.427 0.108  
1398 fr01h Nord-Pas de Calais                      2001            0.442 0.0434 
1399 fr01h Pays de la Loire                        2001            0.405 0.0280 
1400 fr01h Picardie                                2001            0.407 0.0485 
1401 fr01h Poitou-Charentes                        2001            0.445 0.0329 
1402 fr01h Provence-Côte d'Azur-Corse              2001            0.463 0.166  
1403 fr01h Rhône-Alpes                             2001            0.398 0.113  
1404 fr02h Alsace                                  2002            0.378 0.103  
1405 fr02h Aquitaine                               2002            0.435 0.0788 
1406 fr02h Auvergne                                2002            0.431 0.0662 
1407 fr02h Basse-Normandie                         2002            0.431 0.0322 
1408 fr02h Bourgogne                               2002            0.438 0.0687 
1409 fr02h Bretagne                                2002            0.392 0.0218 
1410 fr02h Centre                                  2002            0.389 0.0513 
1411 fr02h Champagne-Ardenne                       2002            0.402 0.0633 
1412 fr02h Corse                                   2002            0.485 0.129  
1413 fr02h Franche-Comté                           2002            0.394 0.0749 
1414 fr02h Haute-Normandie                         2002            0.408 0.0424 
1415 fr02h Ile-de-France                           2002            0.352 0.164  
1416 fr02h Languedoc-Roussillon                    2002            0.478 0.132  
1417 fr02h Limousin                                2002            0.435 0.0395 
1418 fr02h Lorraine                                2002            0.422 0.0871 
1419 fr02h Midi-Pyrénées                           2002            0.420 0.107  
1420 fr02h Nord-Pas de Calais                      2002            0.424 0.0486 
1421 fr02h Pays de la Loire                        2002            0.361 0.0322 
1422 fr02h Picardie                                2002            0.352 0.0455 
1423 fr02h Poitou-Charentes                        2002            0.433 0.0376 
1424 fr02h Provence-Alpes-Côte-d'Azur              2002            0.449 0.160  
1425 fr02h Rhône-Alpes                             2002            0.395 0.115  
1426 fr03h Alsace                                  2003            0.395 0.134  
1427 fr03h Aquitaine                               2003            0.447 0.102  
1428 fr03h Auvergne                                2003            0.439 0.0748 
1429 fr03h Basse-Normandie                         2003            0.400 0.0379 
1430 fr03h Bourgogne                               2003            0.413 0.0690 
1431 fr03h Bretagne                                2003            0.445 0.0298 
1432 fr03h Centre                                  2003            0.415 0.0732 
1433 fr03h Champagne-Ardenne                       2003            0.415 0.0822 
1434 fr03h Corse                                   2003            0.487 0.186  
1435 fr03h Franche-Comté                           2003            0.378 0.0717 
1436 fr03h Haute-Normandie                         2003            0.393 0.0444 
1437 fr03h Ile-de-France                           2003            0.356 0.189  
1438 fr03h Languedoc-Roussillon                    2003            0.477 0.130  
1439 fr03h Limousin                                2003            0.459 0.0525 
1440 fr03h Lorraine                                2003            0.455 0.0949 
1441 fr03h Midi-Pyrénées                           2003            0.420 0.102  
1442 fr03h Nord-Pas de Calais                      2003            0.437 0.0504 
1443 fr03h Pays de la Loire                        2003            0.384 0.0346 
1444 fr03h Picardie                                2003            0.389 0.0615 
1445 fr03h Poitou-Charentes                        2003            0.427 0.0493 
1446 fr03h Provence-Alpes-Côte-d'Azur              2003            0.452 0.170  
1447 fr03h Rhône-Alpes                             2003            0.385 0.118  
1448 fr04h Alsace                                  2004            0.397 0.138  
1449 fr04h Aquitaine                               2004            0.431 0.101  
1450 fr04h Auvergne                                2004            0.431 0.0549 
1451 fr04h Basse-Normandie                         2004            0.411 0.0401 
1452 fr04h Bourgogne                               2004            0.429 0.0871 
1453 fr04h Bretagne                                2004            0.419 0.0325 
1454 fr04h Centre                                  2004            0.407 0.0739 
1455 fr04h Champagne-Ardenne                       2004            0.416 0.0831 
1456 fr04h Corse                                   2004            0.565 0.244  
1457 fr04h Franche-Comté                           2004            0.408 0.0905 
1458 fr04h Haute-Normandie                         2004            0.389 0.0409 
1459 fr04h Ile-de-France                           2004            0.368 0.190  
1460 fr04h Languedoc-Roussillon                    2004            0.485 0.151  
1461 fr04h Limousin                                2004            0.437 0.0684 
1462 fr04h Lorraine                                2004            0.438 0.0895 
1463 fr04h Midi-Pyrénées                           2004            0.406 0.101  
1464 fr04h Nord-Pas de Calais                      2004            0.423 0.0515 
1465 fr04h Pays de la Loire                        2004            0.397 0.0383 
1466 fr04h Picardie                                2004            0.409 0.0686 
1467 fr04h Poitou-Charentes                        2004            0.417 0.0466 
1468 fr04h Provence-Alpes-Côte-d'Azur              2004            0.458 0.176  
1469 fr04h Rhône-Alpes                             2004            0.398 0.119  
1470 fr05h Alsace                                  2005            0.378 0.120  
1471 fr05h Aquitaine                               2005            0.434 0.0881 
1472 fr05h Auvergne                                2005            0.428 0.0508 
1473 fr05h Basse-Normandie                         2005            0.443 0.0356 
1474 fr05h Bourgogne                               2005            0.451 0.0797 
1475 fr05h Bretagne                                2005            0.419 0.0343 
1476 fr05h Centre                                  2005            0.389 0.0766 
1477 fr05h Champagne-Ardenne                       2005            0.420 0.0855 
1478 fr05h Corse                                   2005            0.491 0.203  
1479 fr05h Franche-Comté                           2005            0.419 0.109  
1480 fr05h Haute-Normandie                         2005            0.415 0.0536 
1481 fr05h Ile-de-France                           2005            0.371 0.193  
1482 fr05h Languedoc-Roussillon                    2005            0.486 0.153  
1483 fr05h Limousin                                2005            0.426 0.0702 
1484 fr05h Lorraine                                2005            0.431 0.0994 
1485 fr05h Midi-Pyrénées                           2005            0.419 0.100  
1486 fr05h Nord-Pas de Calais                      2005            0.436 0.0548 
1487 fr05h Pays de la Loire                        2005            0.383 0.0437 
1488 fr05h Picardie                                2005            0.405 0.0570 
1489 fr05h Poitou-Charentes                        2005            0.421 0.0435 
1490 fr05h Provence-Alpes-Côte-d'Azur              2005            0.481 0.186  
1491 fr05h Rhône-Alpes                             2005            0.398 0.119  
1492 fr06h Alsace                                  2006            0.388 0.111  
1493 fr06h Aquitaine                               2006            0.433 0.106  
1494 fr06h Auvergne                                2006            0.449 0.0632 
1495 fr06h Basse-Normandie                         2006            0.428 0.0253 
1496 fr06h Bourgogne                               2006            0.432 0.0759 
1497 fr06h Bretagne                                2006            0.422 0.0340 
1498 fr06h Centre                                  2006            0.397 0.0738 
1499 fr06h Champagne-Ardenne                       2006            0.415 0.0758 
1500 fr06h Corse                                   2006            0.487 0.167  
1501 fr06h Franche-Comté                           2006            0.380 0.0756 
1502 fr06h Haute-Normandie                         2006            0.409 0.0558 
1503 fr06h Ile-de-France                           2006            0.361 0.194  
1504 fr06h Languedoc-Roussillon                    2006            0.484 0.164  
1505 fr06h Limousin                                2006            0.446 0.0692 
1506 fr06h Lorraine                                2006            0.420 0.108  
1507 fr06h Midi-Pyrénées                           2006            0.419 0.114  
1508 fr06h Nord-Pas de Calais                      2006            0.442 0.0525 
1509 fr06h Pays de la Loire                        2006            0.382 0.0445 
1510 fr06h Picardie                                2006            0.396 0.0584 
1511 fr06h Poitou-Charentes                        2006            0.428 0.0519 
1512 fr06h Provence-Alpes-Côte-d'Azur              2006            0.473 0.184  
1513 fr06h Rhône-Alpes                             2006            0.411 0.121  
1514 fr07h Alsace                                  2007            0.398 0.144  
1515 fr07h Aquitaine                               2007            0.419 0.0870 
1516 fr07h Auvergne                                2007            0.443 0.0709 
1517 fr07h Basse-Normandie                         2007            0.431 0.0251 
1518 fr07h Bourgogne                               2007            0.429 0.0876 
1519 fr07h Bretagne                                2007            0.425 0.0401 
1520 fr07h Centre                                  2007            0.390 0.0826 
1521 fr07h Champagne-Ardenne                       2007            0.416 0.0842 
1522 fr07h Corse                                   2007            0.497 0.171  
1523 fr07h Franche-Comté                           2007            0.389 0.0920 
1524 fr07h Haute-Normandie                         2007            0.408 0.0475 
1525 fr07h Ile-de-France                           2007            0.355 0.210  
1526 fr07h Languedoc-Roussillon                    2007            0.478 0.171  
1527 fr07h Limousin                                2007            0.444 0.0642 
1528 fr07h Lorraine                                2007            0.421 0.113  
1529 fr07h Midi-Pyrénées                           2007            0.442 0.119  
1530 fr07h Nord-Pas de Calais                      2007            0.434 0.0499 
1531 fr07h Pays de la Loire                        2007            0.391 0.0390 
1532 fr07h Picardie                                2007            0.374 0.0591 
1533 fr07h Poitou-Charentes                        2007            0.438 0.0479 
1534 fr07h Provence-Alpes-Côte-d'Azur              2007            0.465 0.186  
1535 fr07h Rhône-Alpes                             2007            0.391 0.121  
1536 fr08h Alsace                                  2008            0.380 0.149  
1537 fr08h Aquitaine                               2008            0.444 0.0867 
1538 fr08h Auvergne                                2008            0.414 0.0866 
1539 fr08h Basse-Normandie                         2008            0.391 0.0278 
1540 fr08h Bourgogne                               2008            0.436 0.0839 
1541 fr08h Bretagne                                2008            0.429 0.0400 
1542 fr08h Centre                                  2008            0.408 0.0801 
1543 fr08h Champagne-Ardenne                       2008            0.429 0.0840 
1544 fr08h Corse                                   2008            0.531 0.198  
1545 fr08h Franche-Comté                           2008            0.412 0.0908 
1546 fr08h Haute-Normandie                         2008            0.421 0.0458 
1547 fr08h Ile-de-France                           2008            0.353 0.209  
1548 fr08h Languedoc-Roussillon                    2008            0.482 0.163  
1549 fr08h Limousin                                2008            0.432 0.0616 
1550 fr08h Lorraine                                2008            0.443 0.115  
1551 fr08h Midi-Pyrénées                           2008            0.435 0.120  
1552 fr08h Nord-Pas de Calais                      2008            0.447 0.0521 
1553 fr08h Pays de la Loire                        2008            0.409 0.0482 
1554 fr08h Picardie                                2008            0.386 0.0697 
1555 fr08h Poitou-Charentes                        2008            0.438 0.0458 
1556 fr08h Provence-Alpes-Côte-d'Azur              2008            0.456 0.183  
1557 fr08h Rhône-Alpes                             2008            0.423 0.123  
1558 fr09h Alsace                                  2009            0.406 0.146  
1559 fr09h Aquitaine                               2009            0.450 0.0963 
1560 fr09h Auvergne                                2009            0.437 0.0674 
1561 fr09h Basse-Normandie                         2009            0.421 0.0486 
1562 fr09h Bourgogne                               2009            0.467 0.0741 
1563 fr09h Bretagne                                2009            0.411 0.0377 
1564 fr09h Centre                                  2009            0.428 0.0623 
1565 fr09h Champagne-Ardenne                       2009            0.431 0.0754 
1566 fr09h Corse                                   2009            0.526 0.196  
1567 fr09h Franche-Comté                           2009            0.414 0.0901 
1568 fr09h Haute-Normandie                         2009            0.412 0.0517 
1569 fr09h Ile-de-France                           2009            0.361 0.207  
1570 fr09h Languedoc-Roussillon                    2009            0.501 0.164  
1571 fr09h Limousin                                2009            0.479 0.0770 
1572 fr09h Lorraine                                2009            0.442 0.105  
1573 fr09h Midi-Pyrénées                           2009            0.461 0.103  
1574 fr09h Nord-Pas de Calais                      2009            0.440 0.0615 
1575 fr09h Pays de la Loire                        2009            0.397 0.0554 
1576 fr09h Picardie                                2009            0.416 0.0638 
1577 fr09h Poitou-Charentes                        2009            0.433 0.0607 
1578 fr09h Provence-Alpes-Côte-d'Azur              2009            0.454 0.198  
1579 fr09h Rhône-Alpes                             2009            0.408 0.124  
1580 fr10h Alsace                                  2010            0.404 0.123  
1581 fr10h Aquitaine                               2010            0.458 0.104  
1582 fr10h Auvergne                                2010            0.440 0.0674 
1583 fr10h Basse-Normandie                         2010            0.451 0.0484 
1584 fr10h Bourgogne                               2010            0.449 0.0945 
1585 fr10h Bretagne                                2010            0.424 0.0353 
1586 fr10h Centre                                  2010            0.430 0.0841 
1587 fr10h Champagne-Ardenne                       2010            0.450 0.0747 
1588 fr10h Corse                                   2010            0.526 0.175  
1589 fr10h Franche-Comté                           2010            0.419 0.0798 
1590 fr10h Haute-Normandie                         2010            0.418 0.0528 
1591 fr10h Ile-de-France                           2010            0.375 0.211  
1592 fr10h Languedoc-Roussillon                    2010            0.488 0.162  
1593 fr10h Limousin                                2010            0.473 0.0664 
1594 fr10h Lorraine                                2010            0.449 0.105  
1595 fr10h Midi-Pyrénées                           2010            0.434 0.112  
1596 fr10h Nord-Pas de Calais                      2010            0.437 0.0588 
1597 fr10h Pays de la Loire                        2010            0.405 0.0551 
1598 fr10h Picardie                                2010            0.403 0.0702 
1599 fr10h Poitou-Charentes                        2010            0.448 0.0551 
1600 fr10h Provence-Alpes-Côte-d'Azur              2010            0.442 0.183  
1601 fr10h Rhône-Alpes                             2010            0.404 0.127  
1602 fr11h Alsace                                  2011            0.386 0.128  
1603 fr11h Aquitaine                               2011            0.447 0.106  
1604 fr11h Auvergne                                2011            0.436 0.0734 
1605 fr11h Basse-Normandie                         2011            0.424 0.0408 
1606 fr11h Bourgogne                               2011            0.439 0.0645 
1607 fr11h Bretagne                                2011            0.430 0.0409 
1608 fr11h Centre                                  2011            0.426 0.0784 
1609 fr11h Champagne-Ardenne                       2011            0.442 0.0797 
1610 fr11h Corse                                   2011            0.498 0.122  
1611 fr11h Franche-Comté                           2011            0.401 0.0751 
1612 fr11h Haute-Normandie                         2011            0.407 0.0622 
1613 fr11h Ile-de-France                           2011            0.364 0.211  
1614 fr11h Languedoc-Roussillon                    2011            0.479 0.166  
1615 fr11h Limousin                                2011            0.475 0.0557 
1616 fr11h Lorraine                                2011            0.429 0.112  
1617 fr11h Midi-Pyrénées                           2011            0.430 0.109  
1618 fr11h Nord-Pas de Calais                      2011            0.425 0.0547 
1619 fr11h Pays de la Loire                        2011            0.383 0.0493 
1620 fr11h Picardie                                2011            0.4   0.0655 
1621 fr11h Poitou-Charentes                        2011            0.458 0.0502 
1622 fr11h Provence-Alpes-Côte-d'Azur              2011            0.452 0.182  
1623 fr11h Rhône-Alpes                             2011            0.399 0.126  
1624 fr12h Alsace                                  2012            0.411 0.139  
1625 fr12h Aquitaine                               2012            0.440 0.102  
1626 fr12h Auvergne                                2012            0.426 0.0631 
1627 fr12h Basse-Normandie                         2012            0.422 0.0376 
1628 fr12h Bourgogne                               2012            0.460 0.0748 
1629 fr12h Bretagne                                2012            0.424 0.0365 
1630 fr12h Centre                                  2012            0.436 0.0769 
1631 fr12h Champagne-Ardenne                       2012            0.429 0.0798 
1632 fr12h Corse                                   2012            0.554 0.138  
1633 fr12h Franche-Comté                           2012            0.402 0.0804 
1634 fr12h Haute-Normandie                         2012            0.428 0.0755 
1635 fr12h Ile-de-France                           2012            0.364 0.219  
1636 fr12h Languedoc-Roussillon                    2012            0.499 0.158  
1637 fr12h Limousin                                2012            0.471 0.0558 
1638 fr12h Lorraine                                2012            0.448 0.113  
1639 fr12h Midi-Pyrénées                           2012            0.434 0.102  
1640 fr12h Nord-Pas de Calais                      2012            0.439 0.0524 
1641 fr12h Pays de la Loire                        2012            0.375 0.0427 
1642 fr12h Picardie                                2012            0.419 0.0726 
1643 fr12h Poitou-Charentes                        2012            0.442 0.0386 
1644 fr12h Provence-Alpes-Côte-d'Azur              2012            0.465 0.187  
1645 fr12h Rhône-Alpes                             2012            0.410 0.118  
1646 fr13h Alsace                                  2013            0.394 0.129  
1647 fr13h Aquitaine                               2013            0.450 0.103  
1648 fr13h Auvergne                                2013            0.424 0.0801 
1649 fr13h Basse-Normandie                         2013            0.444 0.0343 
1650 fr13h Bourgogne                               2013            0.471 0.0735 
1651 fr13h Bretagne                                2013            0.419 0.0418 
1652 fr13h Centre                                  2013            0.424 0.0789 
1653 fr13h Champagne-Ardenne                       2013            0.446 0.0767 
1654 fr13h Corse                                   2013            0.509 0.166  
1655 fr13h Franche-Comté                           2013            0.440 0.108  
1656 fr13h Haute-Normandie                         2013            0.434 0.0658 
1657 fr13h Ile-de-France                           2013            0.372 0.222  
1658 fr13h Languedoc-Roussillon                    2013            0.489 0.155  
1659 fr13h Limousin                                2013            0.456 0.0686 
1660 fr13h Lorraine                                2013            0.450 0.112  
1661 fr13h Midi-Pyrénées                           2013            0.427 0.124  
1662 fr13h Nord-Pas de Calais                      2013            0.447 0.0595 
1663 fr13h Pays de la Loire                        2013            0.411 0.0482 
1664 fr13h Picardie                                2013            0.427 0.0668 
1665 fr13h Poitou-Charentes                        2013            0.423 0.0618 
1666 fr13h Provence-Alpes-Côte-d'Azur              2013            0.456 0.181  
1667 fr13h Rhône-Alpes                             2013            0.408 0.116  
1668 fr14h Alsace                                  2014            0.406 0.130  
1669 fr14h Aquitaine                               2014            0.451 0.108  
1670 fr14h Auvergne                                2014            0.451 0.0647 
1671 fr14h Basse-Normandie                         2014            0.427 0.0440 
1672 fr14h Bourgogne                               2014            0.448 0.0753 
1673 fr14h Bretagne                                2014            0.432 0.0441 
1674 fr14h Centre                                  2014            0.439 0.0826 
1675 fr14h Champagne-Ardenne                       2014            0.436 0.0678 
1676 fr14h Corse                                   2014            0.504 0.178  
1677 fr14h Franche-Comté                           2014            0.441 0.0826 
1678 fr14h Haute-Normandie                         2014            0.425 0.0640 
1679 fr14h Ile-de-France                           2014            0.374 0.219  
1680 fr14h Languedoc-Roussillon                    2014            0.487 0.148  
1681 fr14h Limousin                                2014            0.472 0.0753 
1682 fr14h Lorraine                                2014            0.440 0.116  
1683 fr14h Midi-Pyrénées                           2014            0.450 0.115  
1684 fr14h Nord-Pas de Calais                      2014            0.456 0.0595 
1685 fr14h Pays de la Loire                        2014            0.412 0.0476 
1686 fr14h Picardie                                2014            0.406 0.0777 
1687 fr14h Poitou-Charentes                        2014            0.443 0.0647 
1688 fr14h Provence-Alpes-Côte-d'Azur              2014            0.471 0.183  
1689 fr14h Rhône-Alpes                             2014            0.409 0.124  
1690 fr15h Alsace                                  2015            0.419 0.132  
1691 fr15h Aquitaine                               2015            0.446 0.123  
1692 fr15h Auvergne                                2015            0.450 0.0634 
1693 fr15h Basse-Normandie                         2015            0.440 0.0423 
1694 fr15h Bourgogne                               2015            0.455 0.0843 
1695 fr15h Bretagne                                2015            0.421 0.0456 
1696 fr15h Centre                                  2015            0.444 0.0842 
1697 fr15h Champagne-Ardenne                       2015            0.460 0.0834 
1698 fr15h Corse                                   2015            0.523 0.133  
1699 fr15h Franche-Comté                           2015            0.417 0.0972 
1700 fr15h Haute-Normandie                         2015            0.433 0.0786 
1701 fr15h Ile-de-France                           2015            0.375 0.215  
1702 fr15h Languedoc-Roussillon                    2015            0.504 0.158  
1703 fr15h Limousin                                2015            0.457 0.0750 
1704 fr15h Lorraine                                2015            0.453 0.117  
1705 fr15h Midi-Pyrénées                           2015            0.437 0.118  
1706 fr15h Nord-Pas de Calais                      2015            0.451 0.0643 
1707 fr15h Pays de la Loire                        2015            0.412 0.0466 
1708 fr15h Picardie                                2015            0.438 0.0771 
1709 fr15h Poitou-Charentes                        2015            0.445 0.0491 
1710 fr15h Provence-Alpes-Côte-d'Azur              2015            0.477 0.198  
1711 fr15h Rhône-Alpes                             2015            0.418 0.124  
1712 fr16h Alsace                                  2016            0.430 0.150  
1713 fr16h Aquitaine                               2016            0.444 0.114  
1714 fr16h Auvergne                                2016            0.472 0.0806 
1715 fr16h Basse-Normandie                         2016            0.451 0.0388 
1716 fr16h Bourgogne                               2016            0.447 0.0881 
1717 fr16h Bretagne                                2016            0.415 0.0513 
1718 fr16h Centre                                  2016            0.427 0.0744 
1719 fr16h Champagne-Ardenne                       2016            0.448 0.0995 
1720 fr16h Corse                                   2016            0.564 0.0982 
1721 fr16h Franche-Comté                           2016            0.425 0.0809 
1722 fr16h Haute-Normandie                         2016            0.440 0.0829 
1723 fr16h Ile-de-France                           2016            0.376 0.226  
1724 fr16h Languedoc-Roussillon                    2016            0.497 0.172  
1725 fr16h Limousin                                2016            0.441 0.0528 
1726 fr16h Lorraine                                2016            0.451 0.121  
1727 fr16h Midi-Pyrénées                           2016            0.441 0.118  
1728 fr16h Nord-Pas de Calais                      2016            0.458 0.0629 
1729 fr16h Pays de la Loire                        2016            0.401 0.0541 
1730 fr16h Picardie                                2016            0.439 0.0810 
1731 fr16h Poitou-Charentes                        2016            0.459 0.0555 
1732 fr16h Provence-Alpes-Côte-d'Azur              2016            0.483 0.191  
1733 fr16h Rhône-Alpes                             2016            0.393 0.126  
1734 fr17h Alsace                                  2017            0.419 0.143  
1735 fr17h Aquitaine                               2017            0.458 0.113  
1736 fr17h Auvergne                                2017            0.447 0.0819 
1737 fr17h Basse-Normandie                         2017            0.462 0.0394 
1738 fr17h Bourgogne                               2017            0.477 0.0858 
1739 fr17h Bretagne                                2017            0.425 0.0498 
1740 fr17h Centre                                  2017            0.435 0.0842 
1741 fr17h Champagne-Ardenne                       2017            0.437 0.0956 
1742 fr17h Corse                                   2017            0.547 0.160  
1743 fr17h Franche-Comté                           2017            0.407 0.0953 
1744 fr17h Haute-Normandie                         2017            0.437 0.0928 
1745 fr17h Ile-de-France                           2017            0.370 0.228  
1746 fr17h Languedoc-Roussillon                    2017            0.487 0.173  
1747 fr17h Limousin                                2017            0.449 0.0642 
1748 fr17h Lorraine                                2017            0.447 0.124  
1749 fr17h Midi-Pyrénées                           2017            0.448 0.116  
1750 fr17h Nord-Pas de Calais                      2017            0.448 0.0619 
1751 fr17h Pays de la Loire                        2017            0.415 0.0561 
1752 fr17h Picardie                                2017            0.410 0.0714 
