    file  region                                  year avg_gini
1503 fr06h Ile-de-France                           2006   0.338 
1504 fr06h Languedoc-Roussillon                    2006   0.333 
1505 fr06h Limousin                                2006   0.324 
1506 fr06h Lorraine                                2006   0.323 
1507 fr06h Midi-Pyrénées                           2006   0.330 
1508 fr06h Nord-Pas de Calais                      2006   0.294 
1509 fr06h Pays de la Loire                        2006   0.302 
1510 fr06h Picardie                                2006   0.301 
1511 fr06h Poitou-Charentes                        2006   0.315 
1512 fr06h Provence-Alpes-Côte-d'Azur              2006   0.312 
1513 fr06h Rhône-Alpes                             2006   0.315 
1514 fr07h Alsace                                  2007   0.306 
1515 fr07h Aquitaine                               2007   0.304 
1516 fr07h Auvergne                                2007   0.330 
1517 fr07h Basse-Normandie                         2007   0.292 
1518 fr07h Bourgogne                               2007   0.296 
1519 fr07h Bretagne                                2007   0.316 
1520 fr07h Centre                                  2007   0.290 
1521 fr07h Champagne-Ardenne                       2007   0.345 
1522 fr07h Corse                                   2007   0.289 
1523 fr07h Franche-Comté                           2007   0.289 
1524 fr07h Haute-Normandie                         2007   0.304 
1525 fr07h Ile-de-France                           2007   0.338 
1526 fr07h Languedoc-Roussillon                    2007   0.324 
1527 fr07h Limousin                                2007   0.316 
1528 fr07h Lorraine                                2007   0.321 
1529 fr07h Midi-Pyrénées                           2007   0.333 
1530 fr07h Nord-Pas de Calais                      2007   0.295 
1531 fr07h Pays de la Loire                        2007   0.307 
1532 fr07h Picardie                                2007   0.302 
1533 fr07h Poitou-Charentes                        2007   0.316 
1534 fr07h Provence-Alpes-Côte-d'Azur              2007   0.336 
1535 fr07h Rhône-Alpes                             2007   0.310 
1536 fr08h Alsace                                  2008   0.310 
1537 fr08h Aquitaine                               2008   0.332 
1538 fr08h Auvergne                                2008   0.313 
1539 fr08h Basse-Normandie                         2008   0.301 
1540 fr08h Bourgogne                               2008   0.309 
1541 fr08h Bretagne                                2008   0.312 
1542 fr08h Centre                                  2008   0.289 
1543 fr08h Champagne-Ardenne                       2008   0.332 
1544 fr08h Corse                                   2008   0.318 
1545 fr08h Franche-Comté                           2008   0.316 
1546 fr08h Haute-Normandie                         2008   0.305 
1547 fr08h Ile-de-France                           2008   0.346 
1548 fr08h Languedoc-Roussillon                    2008   0.317 
1549 fr08h Limousin                                2008   0.293 
1550 fr08h Lorraine                                2008   0.299 
1551 fr08h Midi-Pyrénées                           2008   0.327 
1552 fr08h Nord-Pas de Calais                      2008   0.309 
1553 fr08h Pays de la Loire                        2008   0.312 
1554 fr08h Picardie                                2008   0.296 
1555 fr08h Poitou-Charentes                        2008   0.308 
1556 fr08h Provence-Alpes-Côte-d'Azur              2008   0.320 
1557 fr08h Rhône-Alpes                             2008   0.302 
1558 fr09h Alsace                                  2009   0.324 
1559 fr09h Aquitaine                               2009   0.326 
1560 fr09h Auvergne                                2009   0.342 
1561 fr09h Basse-Normandie                         2009   0.311 
1562 fr09h Bourgogne                               2009   0.294 
1563 fr09h Bretagne                                2009   0.291 
1564 fr09h Centre                                  2009   0.297 
1565 fr09h Champagne-Ardenne                       2009   0.311 
1566 fr09h Corse                                   2009   0.324 
1567 fr09h Franche-Comté                           2009   0.292 
1568 fr09h Haute-Normandie                         2009   0.299 
1569 fr09h Ile-de-France                           2009   0.351 
1570 fr09h Languedoc-Roussillon                    2009   0.317 
1571 fr09h Limousin                                2009   0.308 
1572 fr09h Lorraine                                2009   0.297 
1573 fr09h Midi-Pyrénées                           2009   0.342 
1574 fr09h Nord-Pas de Calais                      2009   0.334 
1575 fr09h Pays de la Loire                        2009   0.314 
1576 fr09h Picardie                                2009   0.286 
1577 fr09h Poitou-Charentes                        2009   0.330 
1578 fr09h Provence-Alpes-Côte-d'Azur              2009   0.319 
1579 fr09h Rhône-Alpes                             2009   0.314 
1580 fr10h Alsace                                  2010   0.307 
1581 fr10h Aquitaine                               2010   0.318 
1582 fr10h Auvergne                                2010   0.323 
1583 fr10h Basse-Normandie                         2010   0.315 
1584 fr10h Bourgogne                               2010   0.323 
1585 fr10h Bretagne                                2010   0.305 
1586 fr10h Centre                                  2010   0.292 
1587 fr10h Champagne-Ardenne                       2010   0.318 
1588 fr10h Corse                                   2010   0.366 
1589 fr10h Franche-Comté                           2010   0.295 
1590 fr10h Haute-Normandie                         2010   0.289 
1591 fr10h Ile-de-France                           2010   0.354 
1592 fr10h Languedoc-Roussillon                    2010   0.326 
1593 fr10h Limousin                                2010   0.318 
1594 fr10h Lorraine                                2010   0.312 
1595 fr10h Midi-Pyrénées                           2010   0.313 
1596 fr10h Nord-Pas de Calais                      2010   0.327 
1597 fr10h Pays de la Loire                        2010   0.324 
1598 fr10h Picardie                                2010   0.292 
1599 fr10h Poitou-Charentes                        2010   0.297 
1600 fr10h Provence-Alpes-Côte-d'Azur              2010   0.331 
1601 fr10h Rhône-Alpes                             2010   0.322 
1602 fr11h Alsace                                  2011   0.304 
1603 fr11h Aquitaine                               2011   0.317 
1604 fr11h Auvergne                                2011   0.313 
1605 fr11h Basse-Normandie                         2011   0.317 
1606 fr11h Bourgogne                               2011   0.299 
1607 fr11h Bretagne                                2011   0.316 
1608 fr11h Centre                                  2011   0.303 
1609 fr11h Champagne-Ardenne                       2011   0.317 
1610 fr11h Corse                                   2011   0.295 
1611 fr11h Franche-Comté                           2011   0.287 
1612 fr11h Haute-Normandie                         2011   0.312 
1613 fr11h Ile-de-France                           2011   0.363 
1614 fr11h Languedoc-Roussillon                    2011   0.338 
1615 fr11h Limousin                                2011   0.294 
1616 fr11h Lorraine                                2011   0.327 
1617 fr11h Midi-Pyrénées                           2011   0.314 
1618 fr11h Nord-Pas de Calais                      2011   0.317 
1619 fr11h Pays de la Loire                        2011   0.316 
1620 fr11h Picardie                                2011   0.298 
1621 fr11h Poitou-Charentes                        2011   0.301 
1622 fr11h Provence-Alpes-Côte-d'Azur              2011   0.335 
1623 fr11h Rhône-Alpes                             2011   0.329 
1624 fr12h Alsace                                  2012   0.308 
1625 fr12h Aquitaine                               2012   0.322 
1626 fr12h Auvergne                                2012   0.292 
1627 fr12h Basse-Normandie                         2012   0.327 
1628 fr12h Bourgogne                               2012   0.289 
1629 fr12h Bretagne                                2012   0.299 
1630 fr12h Centre                                  2012   0.301 
1631 fr12h Champagne-Ardenne                       2012   0.308 
1632 fr12h Corse                                   2012   0.311 
1633 fr12h Franche-Comté                           2012   0.299 
1634 fr12h Haute-Normandie                         2012   0.303 
1635 fr12h Ile-de-France                           2012   0.352 
1636 fr12h Languedoc-Roussillon                    2012   0.333 
1637 fr12h Limousin                                2012   0.320 
1638 fr12h Lorraine                                2012   0.328 
1639 fr12h Midi-Pyrénées                           2012   0.324 
1640 fr12h Nord-Pas de Calais                      2012   0.308 
1641 fr12h Pays de la Loire                        2012   0.301 
1642 fr12h Picardie                                2012   0.315 
1643 fr12h Poitou-Charentes                        2012   0.279 
1644 fr12h Provence-Alpes-Côte-d'Azur              2012   0.334 
1645 fr12h Rhône-Alpes                             2012   0.326 
1646 fr13h Alsace                                  2013   0.304 
1647 fr13h Aquitaine                               2013   0.303 
1648 fr13h Auvergne                                2013   0.302 
1649 fr13h Basse-Normandie                         2013   0.291 
1650 fr13h Bourgogne                               2013   0.283 
1651 fr13h Bretagne                                2013   0.278 
1652 fr13h Centre                                  2013   0.305 
1653 fr13h Champagne-Ardenne                       2013   0.320 
1654 fr13h Corse                                   2013   0.324 
1655 fr13h Franche-Comté                           2013   0.289 
1656 fr13h Haute-Normandie                         2013   0.302 
1657 fr13h Ile-de-France                           2013   0.331 
1658 fr13h Languedoc-Roussillon                    2013   0.324 
1659 fr13h Limousin                                2013   0.272 
1660 fr13h Lorraine                                2013   0.320 
1661 fr13h Midi-Pyrénées                           2013   0.320 
1662 fr13h Nord-Pas de Calais                      2013   0.308 
1663 fr13h Pays de la Loire                        2013   0.291 
1664 fr13h Picardie                                2013   0.303 
1665 fr13h Poitou-Charentes                        2013   0.281 
1666 fr13h Provence-Alpes-Côte-d'Azur              2013   0.322 
1667 fr13h Rhône-Alpes                             2013   0.304 
1668 fr14h Alsace                                  2014   0.300 
1669 fr14h Aquitaine                               2014   0.313 
1670 fr14h Auvergne                                2014   0.290 
1671 fr14h Basse-Normandie                         2014   0.289 
1672 fr14h Bourgogne                               2014   0.291 
1673 fr14h Bretagne                                2014   0.284 
1674 fr14h Centre                                  2014   0.310 
1675 fr14h Champagne-Ardenne                       2014   0.306 
1676 fr14h Corse                                   2014   0.301 
1677 fr14h Franche-Comté                           2014   0.294 
1678 fr14h Haute-Normandie                         2014   0.292 
1679 fr14h Ile-de-France                           2014   0.332 
1680 fr14h Languedoc-Roussillon                    2014   0.331 
1681 fr14h Limousin                                2014   0.289 
1682 fr14h Lorraine                                2014   0.296 
1683 fr14h Midi-Pyrénées                           2014   0.331 
1684 fr14h Nord-Pas de Calais                      2014   0.316 
1685 fr14h Pays de la Loire                        2014   0.292 
1686 fr14h Picardie                                2014   0.299 
1687 fr14h Poitou-Charentes                        2014   0.293 
1688 fr14h Provence-Alpes-Côte-d'Azur              2014   0.325 
1689 fr14h Rhône-Alpes                             2014   0.316 
1690 fr15h Alsace                                  2015   0.313 
1691 fr15h Aquitaine                               2015   0.315 
1692 fr15h Auvergne                                2015   0.300 
1693 fr15h Basse-Normandie                         2015   0.285 
1694 fr15h Bourgogne                               2015   0.300 
1695 fr15h Bretagne                                2015   0.290 
1696 fr15h Centre                                  2015   0.296 
1697 fr15h Champagne-Ardenne                       2015   0.309 
1698 fr15h Corse                                   2015   0.318 
1699 fr15h Franche-Comté                           2015   0.294 
1700 fr15h Haute-Normandie                         2015   0.287 
1701 fr15h Ile-de-France                           2015   0.329 
1702 fr15h Languedoc-Roussillon                    2015   0.311 
1703 fr15h Limousin                                2015   0.294 
1704 fr15h Lorraine                                2015   0.316 
1705 fr15h Midi-Pyrénées                           2015   0.338 
1706 fr15h Nord-Pas de Calais                      2015   0.315 
1707 fr15h Pays de la Loire                        2015   0.286 
1708 fr15h Picardie                                2015   0.291 
1709 fr15h Poitou-Charentes                        2015   0.291 
1710 fr15h Provence-Alpes-Côte-d'Azur              2015   0.335 
1711 fr15h Rhône-Alpes                             2015   0.326 
1712 fr16h Alsace                                  2016   0.306 
1713 fr16h Aquitaine                               2016   0.305 
1714 fr16h Auvergne                                2016   0.297 
1715 fr16h Basse-Normandie                         2016   0.300 
1716 fr16h Bourgogne                               2016   0.301 
1717 fr16h Bretagne                                2016   0.292 
1718 fr16h Centre                                  2016   0.289 
1719 fr16h Champagne-Ardenne                       2016   0.294 
1720 fr16h Corse                                   2016   0.275 
1721 fr16h Franche-Comté                           2016   0.305 
1722 fr16h Haute-Normandie                         2016   0.306 
1723 fr16h Ile-de-France                           2016   0.336 
1724 fr16h Languedoc-Roussillon                    2016   0.308 
1725 fr16h Limousin                                2016   0.284 
1726 fr16h Lorraine                                2016   0.311 
1727 fr16h Midi-Pyrénées                           2016   0.302 
1728 fr16h Nord-Pas de Calais                      2016   0.308 
1729 fr16h Pays de la Loire                        2016   0.274 
1730 fr16h Picardie                                2016   0.290 
1731 fr16h Poitou-Charentes                        2016   0.294 
1732 fr16h Provence-Alpes-Côte-d'Azur              2016   0.317 
1733 fr16h Rhône-Alpes                             2016   0.318 
1734 fr17h Alsace                                  2017   0.285 
1735 fr17h Aquitaine                               2017   0.288 
1736 fr17h Auvergne                                2017   0.295 
1737 fr17h Basse-Normandie                         2017   0.282 
1738 fr17h Bourgogne                               2017   0.303 
1739 fr17h Bretagne                                2017   0.303 
1740 fr17h Centre                                  2017   0.290 
1741 fr17h Champagne-Ardenne                       2017   0.292 
1742 fr17h Corse                                   2017   0.285 
1743 fr17h Franche-Comté                           2017   0.297 
1744 fr17h Haute-Normandie                         2017   0.292 
1745 fr17h Ile-de-France                           2017   0.342 
1746 fr17h Languedoc-Roussillon                    2017   0.306 
1747 fr17h Limousin                                2017   0.289 
1748 fr17h Lorraine                                2017   0.322 
1749 fr17h Midi-Pyrénées                           2017   0.319 
1750 fr17h Nord-Pas de Calais                      2017   0.295 
1751 fr17h Pays de la Loire                        2017   0.285 
1752 fr17h Picardie                                2017   0.291 
1753 fr17h Poitou-Charentes                        2017   0.285 
1754 fr17h Provence-Alpes-Côte-d'Azur              2017   0.325 
1755 fr17h Rhône-Alpes                             2017   0.304 
1756 fr18h Alsace                                  2018   0.310 
1757 fr18h Aquitaine                               2018   0.318 
1758 fr18h Auvergne                                2018   0.287 
1759 fr18h Basse-Normandie                         2018   0.279 
1760 fr18h Bourgogne                               2018   0.306 
1761 fr18h Bretagne                                2018   0.300 
1762 fr18h Centre                                  2018   0.284 
1763 fr18h Champagne-Ardenne                       2018   0.292 
1764 fr18h Corse                                   2018   0.312 
1765 fr18h Franche-Comté                           2018   0.298 
1766 fr18h Haute-Normandie                         2018   0.288 
1767 fr18h Ile-de-France                           2018   0.355 
1768 fr18h Languedoc-Roussillon                    2018   0.330 
1769 fr18h Limousin                                2018   0.288 
1770 fr18h Lorraine                                2018   0.302 
1771 fr18h Midi-Pyrénées                           2018   0.318 
1772 fr18h Nord-Pas de Calais                      2018   0.307 
1773 fr18h Pays de la Loire                        2018   0.307 
1774 fr18h Picardie                                2018   0.285 
1775 fr18h Poitou-Charentes                        2018   0.287 
1776 fr18h Provence-Alpes-Côte-d'Azur              2018   0.330 
1777 fr18h Rhône-Alpes                             2018   0.312 
1778 fr84h <NA>                                    1984   0.367 
1779 fr90h <NA>                                    1990   0.381 
1780 fr96h Alsace                                  1996   0.289 
1781 fr96h Aquitaine                               1996   0.309 
1782 fr96h Auvergne                                1996   0.310 
1783 fr96h Basse-Normandie                         1996   0.308 
1784 fr96h Bourgogne                               1996   0.272 
1785 fr96h Bretagne                                1996   0.273 
1786 fr96h Centre                                  1996   0.291 
1787 fr96h Champagne-Ardenne                       1996   0.298 
1788 fr96h Franche-Comté                           1996   0.265 
1789 fr96h Haute-Normandie                         1996   0.281 
1790 fr96h Ile-de-France                           1996   0.297 
1791 fr96h Languedoc-Roussillon                    1996   0.319 
1792 fr96h Limousin                                1996   0.290 
1793 fr96h Lorraine                                1996   0.291 
1794 fr96h Midi-Pyrénées                           1996   0.311 
1795 fr96h Nord-Pas de Calais                      1996   0.274 
1796 fr96h Pays de la Loire                        1996   0.264 
1797 fr96h Picardie                                1996   0.291 
1798 fr96h Poitou-Charentes                        1996   0.310 
1799 fr96h Provence-Côte d'Azur-Corse              1996   0.295 
1800 fr96h Rhône-Alpes                             1996   0.310 
1801 fr97h Alsace                                  1997   0.286 
1802 fr97h Aquitaine                               1997   0.310 
1803 fr97h Auvergne                                1997   0.307 
1804 fr97h Basse-Normandie                         1997   0.303 
1805 fr97h Bourgogne                               1997   0.278 
1806 fr97h Bretagne                                1997   0.287 
1807 fr97h Centre                                  1997   0.280 
1808 fr97h Champagne-Ardenne                       1997   0.302 
1809 fr97h Franche-Comté                           1997   0.266 
1810 fr97h Haute-Normandie                         1997   0.281 
1811 fr97h Ile-de-France                           1997   0.308 
1812 fr97h Languedoc-Roussillon                    1997   0.328 
1813 fr97h Limousin                                1997   0.298 
1814 fr97h Lorraine                                1997   0.291 
1815 fr97h Midi-Pyrénées                           1997   0.322 
1816 fr97h Nord-Pas de Calais                      1997   0.296 
1817 fr97h Pays de la Loire                        1997   0.292 
1818 fr97h Picardie                                1997   0.285 
1819 fr97h Poitou-Charentes                        1997   0.308 
1820 fr97h Provence-Côte d'Azur-Corse              1997   0.297 
1821 fr97h Rhône-Alpes                             1997   0.295 
1822 fr98h Alsace                                  1998   0.273 
1823 fr98h Aquitaine                               1998   0.313 
1824 fr98h Auvergne                                1998   0.303 
1825 fr98h Basse-Normandie                         1998   0.296 
1826 fr98h Bourgogne                               1998   0.287 
1827 fr98h Bretagne                                1998   0.287 
1828 fr98h Centre                                  1998   0.280 
1829 fr98h Champagne-Ardenne                       1998   0.294 
1830 fr98h Franche-Comté                           1998   0.279 
1831 fr98h Haute-Normandie                         1998   0.272 
1832 fr98h Ile-de-France                           1998   0.307 
1833 fr98h Languedoc-Roussillon                    1998   0.324 
1834 fr98h Limousin                                1998   0.305 
1835 fr98h Lorraine                                1998   0.285 
1836 fr98h Midi-Pyrénées                           1998   0.310 
1837 fr98h Nord-Pas de Calais                      1998   0.279 
1838 fr98h Pays de la Loire                        1998   0.284 
1839 fr98h Picardie                                1998   0.282 
1840 fr98h Poitou-Charentes                        1998   0.290 
1841 fr98h Provence-Côte d'Azur-Corse              1998   0.301 
1842 fr98h Rhône-Alpes                             1998   0.295 
1843 fr99h Alsace                                  1999   0.288 
1844 fr99h Aquitaine                               1999   0.304 
1845 fr99h Auvergne                                1999   0.299 
1846 fr99h Basse-Normandie                         1999   0.299 
1847 fr99h Bourgogne                               1999   0.292 
1848 fr99h Bretagne                                1999   0.296 
1849 fr99h Centre                                  1999   0.286 
1850 fr99h Champagne-Ardenne                       1999   0.292 
1851 fr99h Franche-Comté                           1999   0.279 
1852 fr99h Haute-Normandie                         1999   0.291 
1853 fr99h Ile-de-France                           1999   0.315 
1854 fr99h Languedoc-Roussillon                    1999   0.323 
1855 fr99h Limousin                                1999   0.307 
1856 fr99h Lorraine                                1999   0.291 
1857 fr99h Midi-Pyrénées                           1999   0.306 
1858 fr99h Nord-Pas de Calais                      1999   0.280 
1859 fr99h Pays de la Loire                        1999   0.288 
1860 fr99h Picardie                                1999   0.280 
1861 fr99h Poitou-Charentes                        1999   0.301 
1862 fr99h Provence-Côte d'Azur-Corse              1999   0.309 
1863 fr99h Rhône-Alpes                             1999   0.310 
1864 it00h [10]ITI2 - Umbria                       2000   0.262 
1865 it00h [11]ITI3 - Marche                       2000   0.316 
1866 it00h [12]ITI4 - Lazio                        2000   0.312 
1867 it00h [13]ITF1 - Abruzzo                      2000   0.375 
1868 it00h [14]ITF2 - Molise                       2000   0.421 
1869 it00h [15]ITF3 - Campania                     2000   0.370 
1870 it00h [16]ITF4 - Puglia                       2000   0.362 
1871 it00h [17]ITF5 - Basilicata                   2000   0.333 
1872 it00h [18]ITF6 - Calabria                     2000   0.374 
1873 it00h [19]ITG1 - Sicilia                      2000   0.387 
1874 it00h [1]ITC1 - Piemonte                      2000   0.313 
1875 it00h [20]ITG2 - Sardegna                     2000   0.351 
1876 it00h [2]ITC2 - Valle d'Aosta                 2000   0.269 
1877 it00h [3]ITC4 - Lombardia                     2000   0.341 
1878 it00h [4]ITH1 and ITH2 - Trentino             2000   0.289 
1879 it00h [5]ITH3 - Veneto                        2000   0.313 
1880 it00h [6]ITH4 - Friuli                        2000   0.291 
1881 it00h [7]ITC3 - Liguria                       2000   0.327 
1882 it00h [8]ITH5 - Emilia Romagna                2000   0.323 
1883 it00h [9]ITI1 - Toscana                       2000   0.316 
1884 it04h [10]ITI2 - Umbria                       2004   0.301 
1885 it04h [11]ITI3 - Marche                       2004   0.326 
1886 it04h [12]ITI4 - Lazio                        2004   0.317 
1887 it04h [13]ITF1 - Abruzzo                      2004   0.321 
1888 it04h [14]ITF2 - Molise                       2004   0.352 
1889 it04h [15]ITF3 - Campania                     2004   0.339 
1890 it04h [16]ITF4 - Puglia                       2004   0.367 
1891 it04h [17]ITF5 - Basilicata                   2004   0.360 
1892 it04h [18]ITF6 - Calabria                     2004   0.322 
1893 it04h [19]ITG1 - Sicilia                      2004   0.342 
1894 it04h [1]ITC1 - Piemonte                      2004   0.298 
1895 it04h [20]ITG2 - Sardegna                     2004   0.308 
1896 it04h [2]ITC2 - Valle d'Aosta                 2004   0.296 
1897 it04h [3]ITC4 - Lombardia                     2004   0.326 
1898 it04h [4]ITH1 and ITH2 - Trentino             2004   0.320 
1899 it04h [5]ITH3 - Veneto                        2004   0.341 
1900 it04h [6]ITH4 - Friuli                        2004   0.355 
1901 it04h [7]ITC3 - Liguria                       2004   0.305 
1902 it04h [8]ITH5 - Emilia Romagna                2004   0.351 
1903 it04h [9]ITI1 - Toscana                       2004   0.360 
1904 it08h [10]ITI2 - Umbria                       2008   0.248 
1905 it08h [11]ITI3 - Marche                       2008   0.380 
1906 it08h [12]ITI4 - Lazio                        2008   0.343 
1907 it08h [13]ITF1 - Abruzzo                      2008   0.287 
1908 it08h [14]ITF2 - Molise                       2008   0.319 
1909 it08h [15]ITF3 - Campania                     2008   0.343 
1910 it08h [16]ITF4 - Puglia                       2008   0.363 
1911 it08h [17]ITF5 - Basilicata                   2008   0.335 
1912 it08h [18]ITF6 - Calabria                     2008   0.316 
1913 it08h [19]ITG1 - Sicilia                      2008   0.367 
1914 it08h [1]ITC1 - Piemonte                      2008   0.276 
1915 it08h [20]ITG2 - Sardegna                     2008   0.322 
1916 it08h [2]ITC2 - Valle d'Aosta                 2008   0.207 
1917 it08h [3]ITC4 - Lombardia                     2008   0.336 
1918 it08h [4]ITH1 and ITH2 - Trentino             2008   0.306 
1919 it08h [5]ITH3 - Veneto                        2008   0.313 
1920 it08h [6]ITH4 - Friuli                        2008   0.329 
1921 it08h [7]ITC3 - Liguria                       2008   0.306 
1922 it08h [8]ITH5 - Emilia Romagna                2008   0.311 
1923 it08h [9]ITI1 - Toscana                       2008   0.297 
1924 it10h [10]ITI2 - Umbria                       2010   0.286 
1925 it10h [11]ITI3 - Marche                       2010   0.310 
1926 it10h [12]ITI4 - Lazio                        2010   0.357 
1927 it10h [13]ITF1 - Abruzzo                      2010   0.255 
1928 it10h [14]ITF2 - Molise                       2010   0.342 
1929 it10h [15]ITF3 - Campania                     2010   0.373 
1930 it10h [16]ITF4 - Puglia                       2010   0.348 
1931 it10h [17]ITF5 - Basilicata                   2010   0.345 
1932 it10h [18]ITF6 - Calabria                     2010   0.282 
1933 it10h [19]ITG1 - Sicilia                      2010   0.366 
1934 it10h [1]ITC1 - Piemonte                      2010   0.291 
1935 it10h [20]ITG2 - Sardegna                     2010   0.302 
1936 it10h [2]ITC2 - Valle d'Aosta                 2010   0.230 
1937 it10h [3]ITC4 - Lombardia                     2010   0.330 
1938 it10h [4]ITH1 and ITH2 - Trentino             2010   0.292 
1939 it10h [5]ITH3 - Veneto                        2010   0.296 
1940 it10h [6]ITH4 - Friuli                        2010   0.351 
1941 it10h [7]ITC3 - Liguria                       2010   0.262 
1942 it10h [8]ITH5 - Emilia Romagna                2010   0.321 
1943 it10h [9]ITI1 - Toscana                       2010   0.330 
1944 it14h [10]ITI2 - Umbria                       2014   0.309 
1945 it14h [11]ITI3 - Marche                       2014   0.298 
1946 it14h [12]ITI4 - Lazio                        2014   0.360 
1947 it14h [13]ITF1 - Abruzzo                      2014   0.319 
1948 it14h [14]ITF2 - Molise                       2014   0.344 
1949 it14h [15]ITF3 - Campania                     2014   0.387 
1950 it14h [16]ITF4 - Puglia                       2014   0.375 
1951 it14h [17]ITF5 - Basilicata                   2014   0.307 
1952 it14h [18]ITF6 - Calabria                     2014   0.361 
1953 it14h [19]ITG1 - Sicilia                      2014   0.378 
1954 it14h [1]ITC1 - Piemonte                      2014   0.336 
1955 it14h [20]ITG2 - Sardegna                     2014   0.354 
1956 it14h [2]ITC2 - Valle d'Aosta                 2014   0.284 
1957 it14h [3]ITC4 - Lombardia                     2014   0.340 
1958 it14h [4]ITH1 and ITH2 - Trentino             2014   0.262 
1959 it14h [5]ITH3 - Veneto                        2014   0.319 
1960 it14h [6]ITH4 - Friuli                        2014   0.310 
1961 it14h [7]ITC3 - Liguria                       2014   0.298 
1962 it14h [8]ITH5 - Emilia Romagna                2014   0.322 
1963 it14h [9]ITI1 - Toscana                       2014   0.300 
1964 it16h [10]ITI2 - Umbria                       2016   0.311 
1965 it16h [11]ITI3 - Marche                       2016   0.302 
1966 it16h [12]ITI4 - Lazio                        2016   0.340 
1967 it16h [13]ITF1 - Abruzzo                      2016   0.316 
1968 it16h [14]ITF2 - Molise                       2016   0.335 
1969 it16h [15]ITF3 - Campania                     2016   0.383 
1970 it16h [16]ITF4 - Puglia                       2016   0.351 
1971 it16h [17]ITF5 - Basilicata                   2016   0.410 
1972 it16h [18]ITF6 - Calabria                     2016   0.356 
1973 it16h [19]ITG1 - Sicilia                      2016   0.373 
1974 it16h [1]ITC1 - Piemonte                      2016   0.336 
1975 it16h [20]ITG2 - Sardegna                     2016   0.321 
1976 it16h [2]ITC2 - Valle d'Aosta                 2016   0.315 
1977 it16h [3]ITC4 - Lombardia                     2016   0.347 
1978 it16h [4]ITH1 and ITH2 - Trentino             2016   0.337 
1979 it16h [5]ITH3 - Veneto                        2016   0.344 
1980 it16h [6]ITH4 - Friuli                        2016   0.305 
1981 it16h [7]ITC3 - Liguria                       2016   0.336 
1982 it16h [8]ITH5 - Emilia Romagna                2016   0.323 
1983 it16h [9]ITI1 - Toscana                       2016   0.315 
1984 it20h [10]ITI2 - Umbria                       2020   0.427 
1985 it20h [11]ITI3 - Marche                       2020   0.333 
1986 it20h [12]ITI4 - Lazio                        2020   0.438 
1987 it20h [13]ITF1 - Abruzzo                      2020   0.432 
1988 it20h [14]ITF2 - Molise                       2020   0.346 
1989 it20h [15]ITF3 - Campania                     2020   0.432 
1990 it20h [16]ITF4 - Puglia                       2020   0.374 
1991 it20h [17]ITF5 - Basilicata                   2020   0.558 
1992 it20h [18]ITF6 - Calabria                     2020   0.436 
1993 it20h [19]ITG1 - Sicilia                      2020   0.530 
1994 it20h [1]ITC1 - Piemonte                      2020   0.402 
1995 it20h [20]ITG2 - Sardegna                     2020   0.438 
1996 it20h [2]ITC2 - Valle d'Aosta                 2020   0.309 
1997 it20h [3]ITC4 - Lombardia                     2020   0.477 
1998 it20h [4]ITH1 and ITH2 - Trentino             2020   0.413 
1999 it20h [5]ITH3 - Veneto                        2020   0.431 
2000 it20h [6]ITH4 - Friuli                        2020   0.414 
2001 it20h [7]ITC3 - Liguria                       2020   0.438 
2002 it20h [8]ITH5 - Emilia Romagna                2020   0.430 
2003 it20h [9]ITI1 - Toscana                       2020   0.384 
2004 it89h [10]ITI2 - Umbria                       1989   0.290 
2005 it89h [11]ITI3 - Marche                       1989   0.265 
2006 it89h [12]ITI4 - Lazio                        1989   0.295 
2007 it89h [13]ITF1 - Abruzzo                      1989   0.310 
2008 it89h [14]ITF2 - Molise                       1989   0.291 
2009 it89h [15]ITF3 - Campania                     1989   0.316 
2010 it89h [16]ITF4 - Puglia                       1989   0.313 
2011 it89h [17]ITF5 - Basilicata                   1989   0.265 
2012 it89h [18]ITF6 - Calabria                     1989   0.264 
2013 it89h [19]ITG1 - Sicilia                      1989   0.326 
2014 it89h [1]ITC1 - Piemonte                      1989   0.287 
2015 it89h [20]ITG2 - Sardegna                     1989   0.305 
2016 it89h [3]ITC4 - Lombardia                     1989   0.300 
2017 it89h [4]ITH1 and ITH2 - Trentino             1989   0.283 
2018 it89h [5]ITH3 - Veneto                        1989   0.298 
2019 it89h [6]ITH4 - Friuli                        1989   0.285 
2020 it89h [7]ITC3 - Liguria                       1989   0.297 
2021 it89h [8]ITH5 - Emilia Romagna                1989   0.298 
2022 it89h [9]ITI1 - Toscana                       1989   0.292 
2023 it91h [10]ITI2 - Umbria                       1991   0.243 
2024 it91h [11]ITI3 - Marche                       1991   0.287 
2025 it91h [12]ITI4 - Lazio                        1991   0.273 
2026 it91h [13]ITF1 - Abruzzo                      1991   0.331 
2027 it91h [14]ITF2 - Molise                       1991   0.350 
2028 it91h [15]ITF3 - Campania                     1991   0.313 
2029 it91h [16]ITF4 - Puglia                       1991   0.302 
2030 it91h [17]ITF5 - Basilicata                   1991   0.251 
2031 it91h [18]ITF6 - Calabria                     1991   0.313 
2032 it91h [19]ITG1 - Sicilia                      1991   0.338 
2033 it91h [1]ITC1 - Piemonte                      1991   0.294 
2034 it91h [20]ITG2 - Sardegna                     1991   0.280 
2035 it91h [3]ITC4 - Lombardia                     1991   0.276 
2036 it91h [4]ITH1 and ITH2 - Trentino             1991   0.292 
